# schema=1
# Exact item-ID classification overrides, one row per item:
#   itemId	category	subcategory	[note]
# Moved out of Java in September 2026: the table was 3,635 lines of case
# labels, which is data wearing a switch statement. The Plugin Hub review
# bot counts src/main/java and stops at 200k tokens, and this file alone
# was 14% of it. Behaviour is unchanged - every row was dumped from the
# switch it replaces and compared back.
# Comment lines and the fourth column carry the provenance the case labels
# used to hold; neither is read by the loader.
# Wiki: https://oldschool.runescape.wiki/w/Cannon_barrels_(or)?oldid=15190733
# Only the barrels of the ornamented cannon were listed here, so its
# other three parts scattered across generic gear and storage cleanup.
27374	GEAR	gear	Masori assembler
27376	GEAR	gear	Masori assembler (l)
# Wiki: https://oldschool.runescape.wiki/w/Broken_bark_snelm?oldid=15182921
# Wiki: https://oldschool.runescape.wiki/w/Fighter_hat?oldid=15260298
# Wiki: https://oldschool.runescape.wiki/w/Ranger_hat?oldid=15260300
# Wiki: https://oldschool.runescape.wiki/w/Healer_hat?oldid=15260302
# Wiki: https://oldschool.runescape.wiki/w/Runner_hat?oldid=15260301
3335	GEAR	head	Functional snail-protection helmet
20507	GEAR	head
20509	GEAR	head
20511	GEAR	head
24531	GEAR	head	Broken Penance hats are repairable by Perdu
4740	GEAR	ammo	Bolt rack
20220	GEAR	ammo	Holy blessing
20223	GEAR	ammo	Unholy blessing
20226	GEAR	ammo	Peaceful blessing
20229	GEAR	ammo	Honourable blessing
20232	GEAR	ammo	War blessing
20235	GEAR	ammo	Ancient blessing
31088	GEAR	feet	Avernic treads
31091	GEAR	feet	Avernic treads (pr)
31092	GEAR	feet	Avernic treads (pe)
31093	GEAR	feet	Avernic treads (et)
31094	GEAR	feet	Avernic treads (pr)(pe)
31095	GEAR	feet	Avernic treads (pr)(et)
31096	GEAR	feet	Avernic treads (pe)(et)
31097	GEAR	feet	Avernic treads (max)
23037	GEAR	feet	Boots of stone
# Numeric Shayzien tiers are armour levels, not potion doses.
# Wiki: https://oldschool.runescape.wiki/w/Shayzien_armour
13357	GEAR	hands	Shayzien gloves (1)
13362	GEAR	hands	Shayzien gloves (2)
13367	GEAR	hands	Shayzien gloves (3)
13372	GEAR	hands	Shayzien gloves (4)
13377	GEAR	hands	Shayzien gloves (5)
13358	GEAR	feet	Shayzien boots (1)
13363	GEAR	feet	Shayzien boots (2)
13368	GEAR	feet	Shayzien boots (3)
13373	GEAR	feet	Shayzien boots (4)
13378	GEAR	feet	Shayzien boots (5)
13359	GEAR	head	Shayzien helm (1)
13364	GEAR	head	Shayzien helm (2)
13369	GEAR	head	Shayzien helm (3)
13374	GEAR	head	Shayzien helm (4)
13379	GEAR	head	Shayzien helm (5)
13360	GEAR	legs	Shayzien greaves (1)
13365	GEAR	legs	Shayzien greaves (2)
13370	GEAR	legs	Shayzien greaves (3)
13375	GEAR	legs	Shayzien greaves (4)
13380	GEAR	legs	Shayzien greaves (5)
13361	GEAR	body	Shayzien platebody (1)
13366	GEAR	body	Shayzien platebody (2)
13371	GEAR	body	Shayzien platebody (3)
13376	GEAR	body	Shayzien platebody (4)
13381	GEAR	body	Shayzien body (5)
1	CLEANUP	quest-item	Toolkit
14	CLEANUP	quest-item	Railing
16	CLEANUP	quest-item	Magic whistle
74	CLEANUP	quest-item	Khazard helmet
75	CLEANUP	quest-item	Khazard armour
286	CLEANUP	quest-item	Orange goblin mail
287	CLEANUP	quest-item	Blue goblin mail
288	CLEANUP	quest-item	Goblin mail
295	CLEANUP	quest-item	Glarial's amulet
762	CLEANUP	quest-item	CERT intelligence-report collision
9054	CLEANUP	quest-item	Red goblin mail
9055	CLEANUP	quest-item	Black goblin mail
9056	CLEANUP	quest-item	Yellow goblin mail
9057	CLEANUP	quest-item	Green goblin mail
9058	CLEANUP	quest-item	Purple goblin mail
9059	CLEANUP	quest-item	Pink goblin mail
26567	CLEANUP	quest-item	White goblin mail
686	CLEANUP	junk	Rusty sword
# Wiki: https://oldschool.runescape.wiki/w/Broken_axe_(bronze)?oldid=15184560
# Family cross-checks:
# https://oldschool.runescape.wiki/w/Broken_axe_(adamant)?oldid=15184562
# https://oldschool.runescape.wiki/w/Broken_axe_(black)?oldid=15182617
# Wiki: https://oldschool.runescape.wiki/w/Logs_(Tutorial_Island)?oldid=15190473
# Wiki: https://oldschool.runescape.wiki/w/Raw_shrimps_(Tutorial_Island)?oldid=15190474
# Wiki: https://oldschool.runescape.wiki/w/Bones_(Tutorial_Island)?oldid=15190476
# Wiki: https://oldschool.runescape.wiki/w/Bones_(Soul_Wars)?oldid=15209204
# Wiki: https://oldschool.runescape.wiki/w/Climbing_rope?oldid=15187162
# Wiki: https://oldschool.runescape.wiki/w/Barricade?oldid=15187164
# Wiki: https://oldschool.runescape.wiki/w/Barricade_(Soul_Wars)?oldid=15209192
# Wiki: https://oldschool.runescape.wiki/w/Queen_help_book?oldid=15186957
# Wiki: https://oldschool.runescape.wiki/w/Rope_(Last_Man_Standing)?oldid=15209259
# Wiki: https://oldschool.runescape.wiki/w/Corrupted_dust?oldid=15189349
# Wiki: https://oldschool.runescape.wiki/w/Corrupted_orb?oldid=15189352
# Wiki: https://oldschool.runescape.wiki/w/Corrupted_ore?oldid=15189391
# Wiki: https://oldschool.runescape.wiki/w/Corrupted_paddlefish?oldid=15190372
# Wiki: https://oldschool.runescape.wiki/w/Burning_claws_(Last_Man_Standing)?oldid=15208943
# Wiki: https://oldschool.runescape.wiki/w/Barbarian_arm?oldid=15194403
494	CLEANUP	junk
496	CLEANUP	junk
498	CLEANUP	junk
500	CLEANUP	junk
502	CLEANUP	junk
504	CLEANUP	junk
6741	CLEANUP	junk	Historical broken axes; automatically repaired in 2014
2511	CLEANUP	junk
24650	CLEANUP	junk	Tutorial Island-only logs
2514	CLEANUP	junk
24652	CLEANUP	junk	Tutorial Island-only raw shrimps
2530	CLEANUP	junk
24655	CLEANUP	junk
25199	CLEANUP	junk	Tutorial Island/Soul Wars gameplay copies
4047	CLEANUP	junk	Castle Wars gameplay item
4053	CLEANUP	junk
25209	CLEANUP	junk
25210	CLEANUP	junk	Castle Wars/Soul Wars gameplay items
10562	CLEANUP	junk	Reclaimable Barbarian Assault reference book
20587	CLEANUP	junk	LMS-only rope
23830	CLEANUP	junk
23833	CLEANUP	junk
23837	CLEANUP	junk
25958	CLEANUP	junk	Corrupted Gauntlet-only resources
33200	CLEANUP	junk	LMS-only weapon copy
33221	CLEANUP	junk	Hidden Demonic Pacts League cache item
# Wiki: https://oldschool.runescape.wiki/w/Broken_pickaxe_(bronze)?oldid=15184083
# Family cross-checks:
# https://oldschool.runescape.wiki/w/Broken_pickaxe_(adamant)?oldid=15184086
# https://oldschool.runescape.wiki/w/Broken_pickaxe_(black)?oldid=15189068
# Wiki: https://oldschool.runescape.wiki/w/Broken_fishing_rod?oldid=15184527
# Wiki: https://oldschool.runescape.wiki/w/Corrupted_axe?oldid=15189345
# Wiki: https://oldschool.runescape.wiki/w/Corrupted_pickaxe?oldid=15189346
# Wiki: https://oldschool.runescape.wiki/w/Corrupted_harpoon?oldid=15189347
# Wiki: https://oldschool.runescape.wiki/w/Echo_axe?oldid=15239873
# Wiki: https://oldschool.runescape.wiki/w/Echo_pickaxe?oldid=15262483
# Wiki: https://oldschool.runescape.wiki/w/Echo_harpoon?oldid=15239875
# Wiki: https://oldschool.runescape.wiki/w/Sage's_axe?oldid=15224281
468	CLEANUP	junk
470	CLEANUP	junk
472	CLEANUP	junk
474	CLEANUP	junk
476	CLEANUP	junk
478	CLEANUP	junk
11923	CLEANUP	junk
12594	CLEANUP	junk	Historical broken pickaxes; automatically repaired in 2014
6662	CLEANUP	junk	No use and cannot be repaired
23821	CLEANUP	junk	Corrupted Gauntlet-only axe
23822	CLEANUP	junk	Corrupted Gauntlet-only pickaxe
23823	CLEANUP	junk	Corrupted Gauntlet-only harpoon
25110	CLEANUP	junk	Removed Raging Echoes League relic tool
25112	CLEANUP	junk	Removed Raging Echoes League relic tool
25114	CLEANUP	junk	Removed Raging Echoes League relic tool
28773	CLEANUP	junk	Removed Trailblazer Reloaded League relic weapon
626	CLUE	cosmetic	Pink boots
628	CLUE	cosmetic	Green boots
630	CLUE	cosmetic	Blue boots
632	CLUE	cosmetic	Cream boots
634	CLUE	cosmetic	Turquoise boots
636	CLUE	cosmetic	Pink robe top
638	CLUE	cosmetic	Green robe top
640	CLUE	cosmetic	Blue robe top
642	CLUE	cosmetic	Cream robe top
644	CLUE	cosmetic	Turquoise robe top
646	CLUE	cosmetic	Pink robe bottoms
648	CLUE	cosmetic	Green robe bottoms
650	CLUE	cosmetic	Blue robe bottoms
652	CLUE	cosmetic	Cream robe bottoms
654	CLUE	cosmetic	Turquoise robe bottoms
656	CLUE	cosmetic	Pink hat
658	CLUE	cosmetic	Green hat
660	CLUE	cosmetic	Blue hat
662	CLUE	cosmetic	Cream hat
664	CLUE	cosmetic	Turquoise hat
19958	CLUE	cosmetic	Dark tuxedo jacket
19961	CLUE	cosmetic	Dark tuxedo cuffs
19964	CLUE	cosmetic	Dark trousers
19967	CLUE	cosmetic	Dark tuxedo shoes
19970	CLUE	cosmetic	Dark bow tie
19973	CLUE	cosmetic	Light tuxedo jacket
19976	CLUE	cosmetic	Light tuxedo cuffs
19979	CLUE	cosmetic	Light trousers
19982	CLUE	cosmetic	Light tuxedo shoes
19985	CLUE	cosmetic	Light bow tie
88	TOOL	skilling-utility	Boots of lightness
1005	TOOL	cooking-tool	White apron
20713	TOOL	skilling-outfit	Pyromancer gloves
25434	TOOL	skilling-outfit	Zealot's robe top
25436	TOOL	skilling-outfit	Zealot's robe bottom
25438	TOOL	skilling-outfit	Zealot's helm
25440	TOOL	skilling-outfit	Zealot's boots
25597	TOOL	skilling-outfit	Spirit angler legs
27031	TOOL	skilling-outfit	Smiths gloves (i)
28172	TOOL	skilling-outfit	Forestry lumberjack legs
28176	TOOL	skilling-outfit	Forestry lumberjack boots
235	HERBLORE	secondary	Unicorn horn dust
243	HERBLORE	secondary	Blue dragon scale
241	HERBLORE	secondary	Dragon scale dust
245	HERBLORE	secondary	Wine of zamorak
6049	HERBLORE	secondary	Yew roots
227	HERBLORE	herblore-base	Vial of water
9469	TELEPORT	teleport	Grand seed pod
19564	TELEPORT	teleport	Royal seed pod
29892	TELEPORT	teleport	Pendant of ates (inert)
29893	TELEPORT	teleport	Pendant of ates
21387	TELEPORT	teleport-container	Master scroll book (empty)
21389	TELEPORT	teleport-container	Master scroll book
29895	TELEPORT	teleport-charge	Frozen tear
32399	TELEPORT	teleport	Sailors' amulet
10890	TOOL	quest-utility	Prayer book
552	TOOL	quest-utility	Ghostspeak amulet
4024	TOOL	quest-utility	Ninja monkey greegree
4026	TOOL	quest-utility	Gorilla greegree
4030	TOOL	quest-utility	Zombie monkey greegree
4031	TOOL	quest-utility	Karamjan monkey greegree
6465	TOOL	quest-utility	Ring of charos(a)
6544	TOOL	quest-utility	Catspeak amulet(e)
4657	TOOL	quest-utility	Ring of visibility
4567	TOOL	quest-utility	Gold helmet
4156	TOOL	slayer-tool	Mirror shield
4551	TOOL	slayer-tool	Spiny helmet
6720	TOOL	slayer-tool	Slayer gloves
7159	TOOL	slayer-tool	Insulated boots
31398	TOOL	slayer-tool	Tortugan shield
3337	TOOL	slayer-tool	Pointed myre snelm
20712	TOOL	skilling-utility	Warm gloves
4600	TOOL	skilling-utility	Willow blackjack
6666	TOOL	skilling-utility	Flippers
10069	TOOL	skilling-utility	Spotted cape
10071	TOOL	skilling-utility	Spottier cape
22435	TOOL	quest-utility	Enchanted emerald sickle (b)
# Wiki: https://oldschool.runescape.wiki/w/Blessed_axe?oldid=15254568
10491	TOOL	tool	Still chops undead trees and can damage vampyres after the quest
# Wiki: https://oldschool.runescape.wiki/w/Emerald_lantern?oldid=15185115
9064	TOOL	light-source	Unlit, fuelled
9065	TOOL	light-source	Lit
20722	TOOL	light-source	Empty, can be fuelled with lamp oil
27023	TOOL	skilling-outfit	Smiths tunic
27025	TOOL	skilling-outfit	Smiths trousers
27027	TOOL	skilling-outfit	Smiths boots
27029	TOOL	skilling-outfit	Smiths gloves
1923	TOOL	cooking-tool	Bowl
25580	TOOL	resource-container	Tackle box
9419	TOOL	skilling-utility	Mith grapple
13116	TOOL	skilling-utility	Bonecrusher
6664	TOOL	slayer-tool	Fishing explosive
26822	TOOL	runecrafting-utility	Abyssal lantern
2309	POTION	food	Bread
22081	POTION	pvm-utility	Locator orb
4286	SKILLING	prayer-resource	Bucket of slime
21129	TELEPORT	teleport	Ring of returning(5)
21132	TELEPORT	teleport	Ring of returning(4)
21134	TELEPORT	teleport	Ring of returning(3)
21136	TELEPORT	teleport	Ring of returning(2)
21138	TELEPORT	teleport	Ring of returning(1)
772	TELEPORT	transport-access	Dramen staff
31986	TOOL	sailing-utility	Captain's log
31989	TOOL	sailing-utility	Boat bottle (empty)
31733	TOOL	sailing-upgrade	Barrel stand
31745	TOOL	sailing-upgrade	Captured wind mote
31757	TOOL	sailing-upgrade	Heart of ithell
31511	FARMING	coral-fragment	Elkhorn frag
31515	FARMING	coral-fragment	Umbral frag
985	UNIQUE	key-material	Tooth half of key
987	UNIQUE	key-material	Loop half of key
31732	UNIQUE	reward-key	Stormy key
31744	UNIQUE	reward-key	Fetid key
31756	UNIQUE	reward-key	Serrated key
32865	UNIQUE	salvaging-relic	Dull knife (salvaging relic)
32870	UNIQUE	salvaging-relic	Smashed mirror
22710	SKILLING	construction-material	Curator's medallion
1540	GEAR	shield	Anti-dragon shield
3839	GEAR	shield	Damaged book (Saradomin)
3841	GEAR	shield	Damaged book (Zamorak)
3843	GEAR	shield	Damaged book (Guthix)
12607	GEAR	shield	Damaged book (Bandos)
12609	GEAR	shield	Damaged book (Armadyl)
12611	GEAR	shield	Damaged book (Zaros)
19677	UNIQUE	equipment-charge	Ancient shard
# Wiki: https://oldschool.runescape.wiki/w/Ring_of_wealth_scroll?oldid=15186408
12783	UNIQUE	equipment-upgrade	Repeatable Last Man Standing reward used to upgrade a ring of wealth
22969	UNIQUE	equipment-upgrade	Hydra's heart
22971	UNIQUE	equipment-upgrade	Hydra's fang
22973	UNIQUE	equipment-upgrade	Hydra's eye
11942	UNIQUE	boss-access-key	Ecumenical key
19679	UNIQUE	boss-access-key	Dark totem base
19681	UNIQUE	boss-access-key	Dark totem middle
19683	UNIQUE	boss-access-key	Dark totem top
19685	UNIQUE	boss-access-key	Dark totem
20754	UNIQUE	boss-access-key	Giant key
21724	UNIQUE	boss-access-key	Brittle key
26356	UNIQUE	boss-access-key	Frozen key
# Complete player-facing champion-scroll collection.
6798	CLUE	collection-trophy
6799	CLUE	collection-trophy
6800	CLUE	collection-trophy	Giant champion scroll
6801	CLUE	collection-trophy
6802	CLUE	collection-trophy
6803	CLUE	collection-trophy
6804	CLUE	collection-trophy
6805	CLUE	collection-trophy
6806	CLUE	collection-trophy
6807	CLUE	collection-trophy	Zombie champion scroll
6808	CLUE	collection-trophy
7975	CLUE	collection-trophy	Crawling hand
7977	CLUE	collection-trophy	Basilisk head
7981	CLUE	collection-trophy	Kq head
11258	CLUE	collection-trophy	Jar generator
12007	CLUE	collection-trophy	Jar of dirt
21275	CLUE	collection-trophy	Dark claw
23064	CLUE	collection-trophy	Jar of chemicals
23077	CLUE	collection-trophy	Hydra heads
21347	SKILLING	resource	Amethyst
9375	SKILLING	ammo-component	Bronze bolts (unf)
9376	SKILLING	ammo-component	Blurite bolts (unf)
9377	SKILLING	ammo-component	Iron bolts (unf)
9378	SKILLING	ammo-component	Steel bolts (unf)
9379	SKILLING	ammo-component	Mithril bolts (unf)
9380	SKILLING	ammo-component	Adamant bolts(unf)
9381	SKILLING	ammo-component	Runite bolts (unf)
9382	SKILLING	ammo-component	Silver bolts (unf)
21930	SKILLING	ammo-component	Dragon bolts (unf)
48	SKILLING	ammo-component	Longbow (u)
50	SKILLING	ammo-component	Shortbow (u)
54	SKILLING	ammo-component	Oak shortbow (u)
56	SKILLING	ammo-component	Oak longbow (u)
58	SKILLING	ammo-component	Willow longbow (u)
60	SKILLING	ammo-component	Willow shortbow (u)
62	SKILLING	ammo-component	Maple longbow (u)
64	SKILLING	ammo-component	Maple shortbow (u)
66	SKILLING	ammo-component	Yew longbow (u)
68	SKILLING	ammo-component	Yew shortbow (u)
70	SKILLING	ammo-component	Magic longbow (u)
72	SKILLING	ammo-component	Magic shortbow (u)
9454	SKILLING	ammo-component	Bronze crossbow (u)
9456	SKILLING	ammo-component	Blurite crossbow (u)
9457	SKILLING	ammo-component	Iron crossbow (u)
9459	SKILLING	ammo-component	Steel crossbow (u)
9461	SKILLING	ammo-component	Mithril crossbow (u)
9463	SKILLING	ammo-component	Adamant crossbow (u)
9465	SKILLING	ammo-component	Runite crossbow (u)
21921	SKILLING	ammo-component	Dragon crossbow (u)
5076	SKILLING	prayer-resource	Bird's egg
5077	SKILLING	prayer-resource	Bird's egg
5078	SKILLING	prayer-resource	Bird's egg
# Wiki: https://oldschool.runescape.wiki/w/Unfinished_broad_bolts?oldid=15185058
# Wiki: https://oldschool.runescape.wiki/w/Unfinished_broad_bolt_pack?oldid=15215059
11876	SKILLING	ammo-component	Unfinished broad bolts
11887	SKILLING	ammo-component	Unfinished broad bolt pack
# Wiki: https://oldschool.runescape.wiki/w/Broken_antler?oldid=15194017
31086	SKILLING	ammo-component	Fletched into atlatl dart tips
# Wiki: https://oldschool.runescape.wiki/w/Unstrung_light_ballista?oldid=15187508
# Wiki: https://oldschool.runescape.wiki/w/Unstrung_heavy_ballista?oldid=15187507
19604	SKILLING	ammo-component	Unstrung light ballista
19607	SKILLING	ammo-component	Unstrung heavy ballista
# Wiki: https://oldschool.runescape.wiki/w/Cadava_berries?oldid=15183459
753	FARMING	produce	Cadava berries: repeatable Farming payment, compost, and antipoison exchange
# Wiki: https://oldschool.runescape.wiki/w/Grimy_snake_weed?oldid=15186652
# Wiki: https://oldschool.runescape.wiki/w/Snake_weed?oldid=15184203
# Wiki: https://oldschool.runescape.wiki/w/Grimy_rogue's_purse?oldid=15186655
# Wiki: https://oldschool.runescape.wiki/w/Goutweed?oldid=15183815
1525	HERBLORE	secondary	Grimy snake weed
1526	HERBLORE	secondary	Snake weed
1533	HERBLORE	secondary	Grimy rogue's purse
3261	HERBLORE	secondary	Goutweed
# Wiki: https://oldschool.runescape.wiki/w/Unfired_pot_lid?oldid=15187385
4438	SKILLING	crafting-material	Unfired pot lid: repeatable Crafting intermediate
# Wiki: https://oldschool.runescape.wiki/w/Herb_tea_mix?oldid=15185742
# Wiki: https://oldschool.runescape.wiki/w/Magic_essence_(unf)?oldid=15186269
4464	HERBLORE	herblore
4466	HERBLORE	herblore
4468	HERBLORE	herblore
4470	HERBLORE	herblore
4472	HERBLORE	herblore
4474	HERBLORE	herblore
4476	HERBLORE	herblore
4478	HERBLORE	herblore
4480	HERBLORE	herblore
4482	HERBLORE	herblore	Herb tea mix variants used to make Guthix rest
9019	HERBLORE	herblore	Magic essence (unf)
# Wiki: https://oldschool.runescape.wiki/w/Goblin_potion?oldid=15195296
26581	POTION	potion-dose-4	Goblin potion(4)
26583	POTION	potion-dose-3	Goblin potion(3)
26585	POTION	potion-dose-2	Goblin potion(2)
26587	POTION	potion-dose-1	Goblin potion(1)
# Wiki: https://oldschool.runescape.wiki/w/Ardrigal_mixture?oldid=15185810
# Wiki: https://oldschool.runescape.wiki/w/Unicorn_horn_(Underground_Pass)?oldid=15185533
# Wiki: https://oldschool.runescape.wiki/w/Grimy_ardrigal?oldid=15186651
# Wiki: https://oldschool.runescape.wiki/w/Grimy_sito_foil?oldid=15186653
# Wiki: https://oldschool.runescape.wiki/w/Grimy_volencia_moss?oldid=15186654
# Wiki: https://oldschool.runescape.wiki/w/Mysterious_herb?oldid=15188842
# Wiki: https://oldschool.runescape.wiki/w/Unfinished_blood_potion?oldid=15188844
# Wiki: https://oldschool.runescape.wiki/w/Unfinished_potion_(A_Taste_of_Hope)?oldid=15188845
# Wiki: https://oldschool.runescape.wiki/w/Elder_cadantine?oldid=15189342
# Wiki: https://oldschool.runescape.wiki/w/Elder_cadantine_potion_(unf)?oldid=15189343
# Wiki: https://oldschool.runescape.wiki/w/Korbal_herb?oldid=15191527
# Wiki: https://oldschool.runescape.wiki/w/Smooth_leaf?oldid=15192435
# Wiki: https://oldschool.runescape.wiki/w/Sticky_leaf?oldid=15192437
# Wiki: https://oldschool.runescape.wiki/w/Enriched_snapdragon?oldid=15192547
# Wiki: https://oldschool.runescape.wiki/w/Enriched_snapdragon_seed?oldid=15192546
# Wiki: https://oldschool.runescape.wiki/w/Grimy_note?oldid=15192550
# Wiki: https://oldschool.runescape.wiki/w/Putrid_sticky_potion?oldid=15254431
# Wiki: https://oldschool.runescape.wiki/w/Foul_chunky_potion?oldid=15254430
# Wiki: https://oldschool.runescape.wiki/w/Rancid_slimy_potion?oldid=15263434
# Wiki: https://oldschool.runescape.wiki/w/Rank_frothy_potion?oldid=15254428
738	CLEANUP	quest-item	Ardrigal mixture
1487	CLEANUP	quest-item	Unicorn horn
1527	CLEANUP	quest-item	Grimy ardrigal
1529	CLEANUP	quest-item	Grimy sito foil
1531	CLEANUP	quest-item	Grimy volencia moss
22402	CLEANUP	quest-item	Mysterious herb
22406	CLEANUP	quest-item	Unfinished blood potion
22408	CLEANUP	quest-item	Unfinished potion
23798	CLEANUP	quest-item	Elder cadantine
23800	CLEANUP	quest-item	Elder cadantine potion (unf)
28384	CLEANUP	quest-item	Korbal herb
28978	CLEANUP	quest-item	Smooth leaf
28979	CLEANUP	quest-item	Sticky leaf
29530	CLEANUP	quest-item	Enriched snapdragon
29538	CLEANUP	quest-item	Enriched snapdragon seed
29558	CLEANUP	quest-item	Grimy note
33803	CLEANUP	quest-item
33804	CLEANUP	quest-item
33805	CLEANUP	quest-item
33806	CLEANUP	quest-item	Putrid sticky potion variants
33807	CLEANUP	quest-item
33808	CLEANUP	quest-item
33809	CLEANUP	quest-item
33810	CLEANUP	quest-item	Foul chunky potion variants
33811	CLEANUP	quest-item
33812	CLEANUP	quest-item
33813	CLEANUP	quest-item
33814	CLEANUP	quest-item	Rancid slimy potion variants
33815	CLEANUP	quest-item
33816	CLEANUP	quest-item
33817	CLEANUP	quest-item
33818	CLEANUP	quest-item	Rank frothy potion variants
# Wiki: https://oldschool.runescape.wiki/w/Yommi_tree_seeds?oldid=15184984
# "not possible to reobtain ... after completion"; used for the Legends' Quest totem.
# Wiki: https://oldschool.runescape.wiki/w/Consecration_seed?oldid=15184516
# Used for the Roving Elves consecration; replacements are described only during the quest.
# Wiki: https://oldschool.runescape.wiki/w/White_pearl_seed?oldid=15184378
# "can not be planted in any farming patches".
# Wiki: https://oldschool.runescape.wiki/w/Kelda_seed?oldid=15184586
# Grown to brew the Kelda stout required during Forgettable Tale.
# Wiki: https://oldschool.runescape.wiki/w/White_rose_seed?oldid=15184617
# Wiki: https://oldschool.runescape.wiki/w/Red_rose_seed?oldid=15184615
# Wiki: https://oldschool.runescape.wiki/w/Pink_rose_seed?oldid=15184614
# Wiki: https://oldschool.runescape.wiki/w/Vine_seed?oldid=15184616
# Wiki: https://oldschool.runescape.wiki/w/Delphinium_seed?oldid=15184613
# Wiki: https://oldschool.runescape.wiki/w/Orchid_seed_(pink)?oldid=15186005
# Wiki: https://oldschool.runescape.wiki/w/Orchid_seed_(yellow)?oldid=15186006
# Wiki: https://oldschool.runescape.wiki/w/Snowdrop_seed?oldid=15183912
# Wiki: https://oldschool.runescape.wiki/w/White_tree_sapling?oldid=15184618
# The garden family is planted in Queen Ellamaria's quest garden; no continuing use is recorded.
# Wiki: https://oldschool.runescape.wiki/w/Plant_cure_(Garden_of_Tranquillity)?oldid=15184621
# It can still be created later, but its recorded use is curing the quest's Burthorpe vines.
# Wiki: https://oldschool.runescape.wiki/w/Blindweed_seed?oldid=15185824
# The player "must grow" it during Rum Deal for the quest's unsanitary swill.
# Wiki: https://oldschool.runescape.wiki/w/Auguste's_sapling?oldid=15185627
# "cannot be re-obtained after completing the quest".
# Wiki: https://oldschool.runescape.wiki/w/Crystal_(Song_of_the_Elves)?oldid=15189419
# Quest item ground into the crystal dust needed for the inversion potion.
# Wiki: https://oldschool.runescape.wiki/w/Crystal_seed_(Song_of_the_Elves)?oldid=15189418
# Quest item used to locate Lord Amlodd before Eluned enchants it.
735	CLEANUP	quest-item
736	CLEANUP	quest-item
4205	CLEANUP	quest-item
4206	CLEANUP	quest-item
4486	CLEANUP	quest-item
6112	CLEANUP	quest-item
6453	CLEANUP	quest-item
6454	CLEANUP	quest-item
6455	CLEANUP	quest-item
6456	CLEANUP	quest-item
6457	CLEANUP	quest-item
6458	CLEANUP	quest-item
6459	CLEANUP	quest-item
6460	CLEANUP	quest-item
6464	CLEANUP	quest-item
6468	CLEANUP	quest-item
6710	CLEANUP	quest-item
9932	CLEANUP	quest-item
23802	CLEANUP	quest-item
23808	CLEANUP	quest-item
23810	CLEANUP	quest-item
# Wiki: https://oldschool.runescape.wiki/w/Bone_seeds?oldid=15184790
# "obtained during and after" Swan Song; repeatedly summons an emote-performing skeleton.
7950	CLUE	cosmetic
# Wiki: https://oldschool.runescape.wiki/w/Crystal_saw_seed?oldid=15203824
# Quest reward that "can be enchanted into a crystal saw" and can be replaced if lost.
9626	TOOL	tool
# Wiki: https://oldschool.runescape.wiki/w/%3F%3F%3F_mixture?oldid=15188933
# "used only in Recruitment Drive"; none of the failed mixtures help complete the trial.
# Wiki: https://oldschool.runescape.wiki/w/Agility_dolmen?oldid=15192526
# Wiki: https://oldschool.runescape.wiki/w/Attack_dolmen?oldid=15192529
# Wiki: https://oldschool.runescape.wiki/w/Balance_dolmen?oldid=15192530
